Customer_ID,Internet_Service_ID,Online_Security,Online_Backup,Device_Pro_Plan,Premium_TSupport,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Avg_Monthly_GB,Total_Extra_Data_Charges
200,3,1,1,0,0,0,0,0,0,30,0
201,2,0,0,1,0,0,1,1,1,15,0
202,2,0,0,0,0,1,0,1,0,73,0
203,4,0,0,0,0,0,0,0,0,0,0
204,1,0,1,0,0,1,0,0,1,51,0
205,2,1,1,1,1,0,1,1,1,13,0
206,2,1,0,0,1,1,1,1,1,27,0
207,1,0,0,0,0,0,0,0,1,9,0
208,1,1,0,0,0,0,0,0,1,9,0
209,4,0,0,0,0,0,0,0,0,0,0
210,3,0,1,0,0,1,1,1,1,24,0
211,2,0,0,1,0,1,1,1,0,10,80
212,2,0,0,1,0,1,1,1,0,26,80
213,2,0,0,1,0,1,1,1,1,75,0
214,2,0,0,0,0,0,0,0,1,25,0
215,2,0,1,0,1,1,1,1,1,7,0
216,2,0,1,1,0,1,1,1,1,4,0
217,2,0,0,0,0,0,0,0,1,10,0
218,2,0,1,0,0,0,0,0,1,14,0
219,3,1,1,0,1,0,0,0,0,13,150
220,1,1,0,1,1,1,1,1,1,6,0
221,1,1,1,1,1,1,0,0,0,9,140
222,2,0,1,1,0,1,1,1,0,22,130
223,1,1,1,1,0,0,0,0,1,25,0
224,2,0,0,0,0,1,1,1,1,22,0
225,2,0,1,1,1,1,1,1,1,48,0
226,4,0,0,0,0,0,0,0,0,0,0
227,2,0,0,1,1,1,1,1,0,28,100
228,4,0,0,0,0,0,0,0,0,0,0
229,2,0,0,1,1,1,1,0,1,21,0
230,3,0,0,0,0,0,0,0,1,6,0
231,2,0,1,1,1,1,0,0,1,16,0
232,4,0,0,0,0,0,0,0,0,0,0
233,1,1,1,1,1,1,1,1,0,28,130
234,4,0,0,0,0,0,0,0,0,0,0
235,2,0,0,0,0,0,1,1,1,22,0
236,2,1,1,0,1,1,1,1,1,73,0
237,1,1,1,1,1,1,1,1,1,59,0
238,2,0,1,1,0,1,1,1,1,2,0
239,2,0,0,1,1,0,0,0,1,19,0
240,2,1,1,1,0,0,0,0,0,30,0
241,4,0,0,0,0,0,0,0,0,0,0
242,2,0,0,0,0,0,0,0,1,24,0
243,3,1,1,1,0,0,0,0,1,19,0
244,1,1,0,0,0,0,0,0,0,24,50
245,4,0,0,0,0,0,0,0,0,0,0
246,3,0,0,0,0,0,0,0,1,27,0
247,1,0,0,0,0,1,0,0,1,8,0
248,2,1,0,0,0,1,1,1,1,41,0
249,3,0,0,0,1,1,0,1,1,69,0
250,1,1,1,0,1,0,0,1,1,82,0
251,2,1,1,1,1,1,1,1,1,18,0
252,2,0,0,1,0,1,0,0,1,9,0
253,2,0,0,0,1,0,1,1,1,73,0
254,3,1,1,1,0,0,0,0,1,21,0
255,1,1,1,1,0,1,1,1,1,18,0
256,2,0,1,1,0,1,1,0,1,12,0
257,4,0,0,0,0,0,0,0,0,0,0
258,1,1,0,1,1,1,1,1,1,28,0
259,3,1,1,1,0,1,1,1,1,19,0
260,1,1,0,1,0,0,1,1,1,29,0
261,4,0,0,0,0,0,0,0,0,0,0
262,2,1,0,0,0,0,0,0,1,41,0
263,2,0,0,0,0,0,0,0,1,30,0
264,2,1,0,1,0,1,1,1,1,7,0
265,4,0,0,0,0,0,0,0,0,0,0
266,4,0,0,0,0,0,0,0,0,0,0
267,1,0,1,0,1,0,0,1,1,47,0
268,2,0,0,0,0,1,1,1,1,12,0
269,2,0,0,0,0,1,1,0,1,15,0
270,4,0,0,0,0,0,0,0,0,0,0
271,2,1,0,1,0,1,1,1,0,59,10
272,2,0,1,1,0,1,1,1,1,59,0
273,4,0,0,0,0,0,0,0,0,0,0
274,4,0,0,0,0,0,0,0,0,0,0
275,2,0,0,0,0,0,0,1,1,71,0
276,2,0,1,0,0,1,1,1,1,8,0
277,2,0,1,1,0,1,0,0,1,16,0
278,2,1,1,1,0,1,1,1,1,18,0
279,2,0,1,0,0,0,1,1,1,9,0
280,1,0,0,0,0,1,0,0,0,29,70
281,1,1,0,1,1,0,0,0,1,48,0
282,1,0,0,0,0,0,0,0,1,30,0
283,2,0,1,0,0,1,0,0,1,23,0
284,1,0,0,0,0,0,0,0,1,16,0
285,2,0,0,1,0,1,1,0,1,13,0
286,1,1,1,1,0,0,0,0,1,15,0
287,4,0,0,0,0,0,0,0,0,0,0
288,2,0,0,1,0,1,1,1,0,23,130
289,1,0,0,0,1,0,0,0,1,12,0
290,4,0,0,0,0,0,0,0,0,0,0
291,4,0,0,0,0,0,0,0,0,0,0
292,2,0,0,1,0,1,0,0,1,18,0
293,1,0,0,0,0,0,0,0,1,28,0
294,2,0,0,0,0,1,1,1,1,13,0
295,2,0,0,0,0,1,1,1,1,10,0
296,2,0,0,1,0,1,1,1,1,14,0
297,1,1,0,1,1,1,1,1,1,41,0
298,2,0,1,0,0,0,0,0,0,18,20
299,3,0,1,1,1,0,0,0,1,15,0
300,1,0,1,1,0,1,1,1,1,12,0
301,1,0,0,0,0,0,0,0,1,22,0
302,2,0,1,1,1,0,1,1,1,6,0
303,4,0,0,0,0,0,0,0,0,0,0
304,2,1,1,1,1,1,1,0,1,12,0
305,3,1,0,1,0,0,1,1,0,58,140
306,2,0,1,0,0,1,1,1,1,6,0
307,2,0,1,0,1,0,0,0,1,27,0
308,1,1,1,0,1,1,1,1,1,21,0
309,2,0,0,0,0,0,0,0,1,19,0
310,3,0,0,1,1,0,0,0,0,13,100
311,1,1,1,1,0,1,1,1,1,69,0
312,2,0,1,1,1,0,0,0,1,28,0
313,4,0,0,0,0,0,0,0,0,0,0
314,4,0,0,0,0,0,0,0,0,0,0
315,1,0,0,0,0,0,1,1,0,73,30
316,4,0,0,0,0,0,0,0,0,0,0
317,2,0,0,1,1,1,1,1,1,19,0
318,2,1,0,1,0,1,1,1,1,18,0
319,1,0,0,1,0,1,1,1,1,29,0
320,2,0,1,0,0,0,0,0,1,25,0
321,2,0,1,1,1,1,1,1,1,19,0
322,2,0,0,1,0,1,1,1,1,23,0
323,4,0,0,0,0,0,0,0,0,0,0
324,2,0,0,1,0,1,1,0,1,15,0
325,1,0,0,0,0,1,1,1,1,12,0
326,4,0,0,0,0,0,0,0,0,0,0
327,4,0,0,0,0,0,0,0,0,0,0
328,2,1,1,0,0,1,0,0,1,27,0
329,4,0,0,0,0,0,0,0,0,0,0
330,1,0,0,1,1,1,1,1,1,13,0
331,2,1,0,1,1,1,0,0,1,28,0
332,4,0,0,0,0,0,0,0,0,0,0
333,2,0,0,0,0,0,0,0,1,27,0
334,3,0,0,0,1,0,0,0,1,53,0
335,2,0,0,0,0,0,0,1,1,42,0
336,2,0,0,0,0,0,1,1,1,26,0
337,2,0,0,1,0,0,0,0,0,14,20
338,3,1,0,0,1,1,1,1,1,30,0
339,2,0,0,1,0,0,1,0,1,11,0
340,4,0,0,0,0,0,0,0,0,0,0
341,2,0,0,1,0,0,0,0,1,9,0
342,4,0,0,0,0,0,0,0,0,0,0
343,2,0,0,0,0,0,0,0,1,10,0
344,4,0,0,0,0,0,0,0,0,0,0
345,2,0,0,0,0,0,0,0,1,9,0
346,2,0,0,1,0,1,1,0,1,26,0
347,1,1,0,1,1,0,0,0,1,9,0
348,2,0,0,0,0,0,0,0,0,8,10
349,2,0,1,1,0,1,1,1,1,13,0
350,4,0,0,0,0,0,0,0,0,0,0
351,2,1,1,1,0,0,0,0,1,47,0
352,4,0,0,0,0,0,0,0,0,0,0
353,1,1,0,0,1,0,0,0,1,69,0
354,4,0,0,0,0,0,0,0,0,0,0
355,2,0,0,0,0,0,0,0,1,8,0
356,2,0,1,1,0,1,1,1,1,48,0
357,1,0,1,1,1,1,0,0,1,23,0
358,2,0,0,0,0,0,1,1,1,41,0
359,3,1,1,1,0,0,0,0,1,17,0
360,2,0,0,0,0,0,0,0,1,19,0
361,2,1,1,1,1,1,1,1,1,17,0
362,1,1,1,0,1,0,0,0,1,17,0
363,2,0,0,0,0,0,0,0,1,27,0
364,2,0,1,1,0,0,0,0,0,27,90
365,1,0,1,1,0,1,0,0,1,10,0
366,2,1,1,1,0,1,1,1,1,2,0
367,4,0,0,0,0,0,0,0,0,0,0
368,1,1,1,0,0,1,1,1,1,25,0
369,2,1,0,0,0,0,0,0,1,28,0
370,3,1,0,0,0,0,1,1,1,24,0
371,4,0,0,0,0,0,0,0,0,0,0
372,2,0,1,0,0,0,0,0,1,11,0
373,1,0,1,0,1,1,1,1,1,21,0
374,1,0,1,1,1,1,0,0,1,69,0
375,3,0,0,1,1,0,0,0,1,7,0
376,4,0,0,0,0,0,0,0,0,0,0
377,1,1,1,0,1,1,0,0,1,30,0
378,4,0,0,0,0,0,0,0,0,0,0
379,1,1,1,1,1,0,0,0,1,11,0
380,2,0,0,0,0,1,1,1,1,10,0
381,2,0,0,1,1,0,1,1,1,48,0
382,1,1,1,1,1,0,1,1,1,9,0
383,2,1,1,1,1,1,0,0,1,85,0
384,1,1,1,1,0,0,0,0,1,14,0
385,1,1,0,1,0,0,1,1,1,59,0
386,4,0,0,0,0,0,0,0,0,0,0
387,2,0,1,1,0,0,0,0,1,13,0
388,2,1,0,1,1,0,1,1,1,18,0
389,2,0,1,1,0,1,1,0,1,21,0
390,2,0,1,1,0,0,1,1,1,7,0
391,2,1,1,1,0,0,0,1,1,52,0
392,3,0,1,0,0,0,1,1,1,53,0
393,2,1,1,1,0,0,1,1,1,82,0
394,2,0,1,0,0,0,0,0,1,8,0
395,2,0,0,1,0,1,0,0,1,9,0
396,4,0,0,0,0,0,0,0,0,0,0
397,3,1,1,1,1,1,0,0,1,85,0
398,2,0,1,1,0,0,0,0,1,27,0
399,3,1,0,0,0,0,0,0,0,25,10
400,4,0,0,0,0,0,0,0,0,0,0
401,2,1,1,1,0,0,0,0,1,27,0
402,2,0,1,1,0,1,1,1,1,13,0
403,2,0,0,0,0,0,0,0,1,28,0
404,1,0,0,0,0,1,1,1,1,12,0
405,3,0,1,1,1,1,0,1,1,48,0
406,3,1,0,0,0,1,1,1,1,29,0
407,4,0,0,0,0,0,0,0,0,0,0
408,1,0,1,0,1,1,1,1,1,22,0
409,4,0,0,0,0,0,0,0,0,0,0
410,1,0,1,1,0,1,1,1,1,13,0
411,4,0,0,0,0,0,0,0,0,0,0
412,2,0,0,0,0,1,1,1,1,5,0
413,1,0,0,0,0,0,0,0,1,15,0
414,4,0,0,0,0,0,0,0,0,0,0
415,3,0,0,0,0,0,0,0,1,18,0
416,1,1,0,1,1,0,1,1,1,27,0
417,2,0,0,0,0,0,0,0,0,24,20
418,2,1,0,0,0,0,0,0,1,5,0
419,2,1,0,1,1,1,1,1,1,27,0
420,2,0,0,0,0,1,0,0,1,19,0
421,4,0,0,0,0,0,0,0,0,0,0
422,4,0,0,0,0,0,0,0,0,0,0
423,2,0,1,0,0,0,0,0,1,24,0
424,3,0,0,0,1,0,0,0,1,29,0
425,4,0,0,0,0,0,0,0,0,0,0
426,3,0,0,0,0,0,0,1,1,69,0
427,2,1,0,0,1,0,1,1,0,16,30
428,3,1,0,0,0,0,0,0,1,21,0
429,3,1,0,0,0,1,0,0,1,8,0
430,4,0,0,0,0,0,0,0,0,0,0
431,4,0,0,0,0,0,0,0,0,0,0
432,3,1,0,1,1,1,0,0,1,17,0
433,2,1,0,0,0,1,0,0,1,4,0
434,1,0,1,0,1,1,0,0,1,22,0
435,2,0,0,0,0,0,0,0,1,30,0
436,2,1,0,0,0,0,1,1,1,21,0
437,2,0,1,1,0,0,1,1,1,30,0
438,2,1,1,1,0,1,0,0,1,30,0
439,4,0,0,0,0,0,0,0,0,0,0
440,2,1,0,0,1,0,0,0,0,16,20
441,2,1,0,0,0,0,0,0,0,7,90
442,2,0,0,0,0,0,0,0,1,12,0
443,2,0,1,0,0,0,0,0,1,24,0
444,2,0,1,1,0,1,1,1,1,3,0
445,1,1,0,1,1,1,0,0,1,20,0
446,2,0,0,1,0,1,1,1,1,29,0
447,1,0,0,1,0,0,0,0,1,25,0
448,1,1,0,0,1,0,0,0,0,13,100
449,1,0,0,1,1,1,1,1,1,56,0
450,4,0,0,0,0,0,0,0,0,0,0
451,1,1,0,0,1,0,0,0,0,7,100
452,1,0,0,0,0,0,0,0,0,26,20
453,2,0,1,0,0,1,1,1,1,48,0
454,2,0,0,1,0,1,0,0,1,29,0
455,1,0,0,1,1,0,1,1,1,15,0
456,1,1,0,0,0,0,0,0,1,59,0
457,2,1,0,0,1,0,1,1,1,5,0
458,4,0,0,0,0,0,0,0,0,0,0
459,4,0,0,0,0,0,0,0,0,0,0
460,2,0,1,1,0,0,1,0,1,3,0
461,1,0,0,0,0,1,0,0,1,4,0
462,1,1,0,1,1,0,1,1,1,85,0
463,2,1,1,1,1,1,1,1,1,20,0
464,2,0,1,1,0,1,1,1,1,19,0
465,2,0,0,0,0,0,0,0,1,8,0
466,3,1,0,0,1,1,1,1,0,47,100
467,2,0,0,1,0,1,1,1,1,29,0
468,2,0,0,0,1,1,0,0,1,25,0
469,3,1,0,0,0,1,1,1,1,5,0
470,2,0,0,0,0,0,0,0,1,21,0
471,3,1,1,1,0,0,1,1,1,51,0
472,2,0,1,1,1,0,0,0,1,24,0
473,2,0,0,1,0,1,0,0,1,18,0
474,4,0,0,0,0,0,0,0,0,0,0
475,2,1,1,1,0,1,1,1,1,20,0
476,2,0,0,1,0,1,1,1,1,73,0
477,2,0,0,1,1,1,1,1,1,14,0
478,3,0,1,0,1,0,0,0,0,27,40
479,2,0,0,0,0,0,1,1,1,53,0
480,3,1,1,1,0,1,1,1,1,22,0
481,2,0,0,0,0,1,1,1,1,53,0
482,3,1,0,1,1,0,1,1,1,24,0
483,2,0,1,0,0,1,1,1,1,85,0
484,4,0,0,0,0,0,0,0,0,0,0
485,3,0,1,1,1,1,0,0,1,3,0
486,1,1,0,0,0,0,1,1,1,4,0
487,3,0,0,0,1,1,0,0,1,27,0
488,2,0,0,0,0,0,0,0,1,27,0
489,2,1,0,0,1,0,1,1,1,11,0
490,1,1,0,1,1,0,0,0,1,30,0
491,2,0,0,1,1,1,1,1,1,25,0
492,2,0,0,0,0,0,0,0,1,29,0
493,2,0,0,0,0,0,0,0,0,11,10
494,3,0,1,1,1,1,1,1,0,21,100
495,3,0,0,0,0,0,1,0,0,4,0
496,1,1,0,1,1,1,1,1,1,59,0
497,2,0,0,1,0,1,1,1,0,7,100
498,2,0,1,1,1,1,0,0,1,30,0
499,2,0,1,1,0,0,0,0,1,27,0
500,1,1,1,1,1,1,1,1,0,57,100
501,2,1,1,0,0,0,1,1,1,28,0
502,4,0,0,0,0,0,0,0,0,0,0
503,4,0,0,0,0,0,0,0,0,0,0
504,1,1,0,0,0,0,0,0,0,5,60
505,3,0,0,0,1,1,1,1,1,17,0
506,3,1,0,1,0,1,1,1,1,14,0
507,2,1,1,1,0,0,1,1,1,8,0
508,3,0,0,0,1,0,0,0,1,22,0
509,2,0,1,1,0,0,0,0,1,28,0
510,1,1,1,0,1,0,1,1,1,14,0
511,1,0,0,1,1,1,1,1,1,76,0
512,1,1,1,1,1,1,1,1,1,17,0
513,2,1,0,0,1,0,0,0,1,12,0
514,3,0,0,0,0,0,0,1,1,73,0
515,2,1,1,1,1,1,1,1,1,26,0
516,1,0,0,0,0,1,1,0,1,9,0
517,2,1,0,1,0,1,0,0,1,12,0
518,4,0,0,0,0,0,0,0,0,0,0
519,4,0,0,0,0,0,0,0,0,0,0
520,2,0,0,1,0,1,1,1,1,18,0
521,1,0,0,1,1,0,0,0,1,18,0
522,1,0,0,1,0,0,1,1,1,59,0
523,4,0,0,0,0,0,0,0,0,0,0
524,3,1,1,1,1,1,1,1,1,23,0
525,1,1,1,1,0,0,1,1,1,11,0
526,2,1,0,1,1,1,1,1,1,12,0
527,2,0,0,1,1,1,0,0,1,10,0
528,1,1,0,0,0,1,0,0,1,59,0
529,3,1,1,0,1,1,1,1,1,19,0
530,1,0,0,0,0,1,0,0,1,9,0
531,4,0,0,0,0,0,0,0,0,0,0
532,2,0,0,1,0,1,1,1,1,15,0
533,4,0,0,0,0,0,0,0,0,0,0
534,4,0,0,0,0,0,0,0,0,0,0
535,2,0,1,1,0,1,1,0,1,28,0
536,1,0,1,0,0,1,0,0,1,24,0
537,4,0,0,0,0,0,0,0,0,0,0
538,4,0,0,0,0,0,0,0,0,0,0
539,2,1,0,0,0,0,0,0,1,73,0
540,4,0,0,0,0,0,0,0,0,0,0
541,2,1,1,1,0,1,1,1,1,24,0
542,1,1,1,1,1,1,1,1,1,52,0
543,4,0,0,0,0,0,0,0,0,0,0
544,3,0,0,0,0,0,0,0,1,27,0
545,1,0,0,0,0,0,0,0,1,19,0
546,4,0,0,0,0,0,0,0,0,0,0
547,3,1,0,0,1,0,0,0,1,16,0
548,1,1,1,0,0,1,1,1,0,12,130
549,3,1,0,1,1,1,0,0,1,21,0
550,3,0,1,0,0,0,0,0,0,19,10
551,2,0,0,0,0,0,0,0,1,13,0
552,1,0,0,1,0,1,1,1,1,23,0
553,2,0,0,1,1,1,1,1,1,17,0
554,4,0,0,0,0,0,0,0,0,0,0
555,3,0,0,1,1,1,1,1,1,52,0
556,2,0,1,0,0,0,0,0,1,5,0
557,1,0,1,1,1,0,0,0,1,53,0
558,1,0,0,0,0,0,1,1,1,76,0
559,1,0,1,1,1,1,1,1,1,21,0
560,1,0,1,0,0,1,1,1,0,18,30
561,2,1,1,0,0,0,1,1,1,30,0
562,4,0,0,0,0,0,0,0,0,0,0
563,4,0,0,0,0,0,0,0,0,0,0
564,4,0,0,0,0,0,0,0,0,0,0
565,2,1,0,1,0,1,0,0,1,21,0
566,4,0,0,0,0,0,0,0,0,0,0
567,4,0,0,0,0,0,0,0,0,0,0
568,2,0,1,1,1,1,1,1,1,53,0
569,1,0,0,0,1,1,0,0,1,26,0
570,3,1,1,1,1,1,1,1,1,3,0
571,4,0,0,0,0,0,0,0,0,0,0
572,1,1,1,1,1,1,1,1,1,25,0
573,2,0,0,0,0,0,0,0,1,17,0
574,1,0,0,0,0,0,1,1,1,26,0
