Customer_ID,Service_ID
1049,310001001
1050,110000001
1051,400000000
1052,100010001
1053,310010001
1054,400000000
1055,100110000
1056,201111001
1057,110111011
1058,210101111
1059,211101000
1060,101010001
1061,211001111
1062,211001111
1063,201000111
1064,210011110
1065,400000000
1066,400000000
1067,211111111
1068,400000000
1069,211111111
1070,100000001
1071,400000000
1072,400000000
1073,101011001
1074,200000101
1075,201100011
1076,201101001
1077,111111111
1078,111111111
1079,201000000
1080,200011110
1081,201101111
1082,400000000
1083,311000001
1084,211101111
1085,400000000
1086,200101001
1087,210000111
1088,301010001
1089,301111111
1090,300010001
1091,200101101
1092,100000001
1093,210100101
1094,200100001
1095,400000000
1096,200000001
1097,101000001
1098,100111111
1099,211000100
1100,400000000
1101,211000001
1102,100000001
1103,200000001
1104,200001101
1105,100000011
1106,400000000
1107,200000001
1108,400000000
1109,211110110
1110,400000000
1111,301010000
1112,201000101
1113,210001001
1114,200001001
1115,200001111
1116,400000000
1117,201000111
1118,310000001
1119,100000001
1120,400000000
1121,400000000
1122,101001101
1123,200000000
1124,400000000
1125,201001101
1126,111111111
1127,200101111
1128,201111111
1129,400000000
1130,200001111
1131,210000001
1132,200100101
1133,100100000
1134,110010111
1135,400000000
1136,200101111
1137,300000001
1138,201010110
1139,311111001
1140,200001001
1141,211101111
1142,400000000
1143,400000000
1144,301011001
1145,201101001
1146,100000000
1147,400000000
1148,200001001
1149,200000001
1150,211001001
1151,100000001
1152,101001001
1153,400000000
1154,110101001
1155,211101111
1156,300011001
1157,400000000
1158,111100001
1159,301010001
1160,100111001
1161,200001001
1162,400000000
1163,201101001
1164,111110110
1165,400000000
1166,201000111
1167,310010001
1168,400000000
1169,201001111
1170,200001101
1171,400000000
1172,211111111
1173,400000000
1174,100000001
1175,201100101
1176,111010000
1177,100010001
1178,200000101
1179,201010111
1180,201101000
1181,200000001
1182,400000000
1183,400000000
1184,100000111
1185,211111111
1186,400000000
1187,200100001
1188,100001001
1189,200101101
1190,110001001
1191,200001111
1192,400000000
1193,400000000
1194,400000000
1195,400000000
1196,200001001
1197,400000000
1198,100010001
1199,400000000
1200,200000111
1201,400000000
1202,100000001
1203,310010111
1204,300000001
1205,200000000
1206,201100110
1207,111111111
1208,400000000
1209,100000001
1210,211111101
1211,400000000
1212,201101110
1213,200101001
1214,400000000
1215,310000111
1216,201101001
1217,310000001
1218,100110001
1219,400000000
1220,101010000
1221,100000001
1222,211000111
1223,311110001
1224,400000000
1225,210000000
1226,400000000
1227,110111001
1228,100010001
1229,200110111
1230,400000000
1231,200000011
1232,310100001
1233,211110001
1234,400000000
1235,200101001
1236,201101111
1237,200000001
1238,300100001
1239,400000000
1240,110111111
1241,400000000
1242,400000000
1243,101011001
1244,211011111
1245,201011111
1246,400000000
1247,200001001
1248,101000001
1249,200000001
1250,110000001
1251,110001001
1252,400000000
1253,400000000
1254,111100000
1255,100101111
1256,200000001
1257,200101111
1258,400000000
1259,400000000
1260,301001001
1261,311111111
1262,311110110
1263,201000001
1264,200101101
1265,400000000
1266,200000001
1267,210000001
1268,210010001
1269,400000000
1270,200111111
1271,110010001
1272,201001000
1273,210111101
1274,200101001
1275,200001111
1276,100000001
1277,111111111
1278,400000000
1279,101001001
1280,201101111
1281,201101001
1282,111100001
1283,400000000
1284,201000000
1285,110100111
1286,200000111
1287,200000001
1288,400000000
1289,201100001
1290,100000001
1291,100110111
1292,400000000
1293,100101101
1294,200001000
1295,400000000
1296,400000000
1297,111000001
1298,110110001
1299,400000000
1300,211010111
1301,201001111
1302,201001101
1303,400000000
1304,400000000
1305,200001111
1306,301001111
1307,211011110
1308,210111001
1309,200001111
1310,100000001
1311,400000000
1312,211111111
1313,311111111
1314,400000000
1315,400000000
1316,201101111
1317,100000000
1318,111101111
1319,201100111
1320,100000000
1321,400000000
1322,400000000
1323,201000001
1324,200010111
1325,400000000
1326,111111111
1327,300011001
1328,111000001
1329,100000001
1330,201000001
1331,200000001
1332,200001001
1333,400000000
1334,201111110
1335,400000000
1336,400000000
1337,111000001
1338,400000000
1339,200000001
1340,400000000
1341,200000001
1342,400000000
1343,111111111
1344,211101111
1345,201101110
1346,201111111
1347,400000000
1348,301101111
1349,200000111
1350,400000000
1351,400000000
1352,101100001
1353,200101101
1354,201001000
1355,200101111
1356,400000000
1357,200111111
1358,200000111
1359,200101111
1360,400000000
1361,200100000
1362,200011111
1363,200000110
1364,200010111
1365,110110001
1366,201101111
1367,100101111
1368,201111111
1369,400000000
1370,201101101
1371,200001111
1372,201101001
1373,200101110
1374,200111111
1375,200100111
1376,111010001
1377,111000001
1378,101111111
1379,200010001
1380,210001111
1381,211111111
1382,301000111
1383,310100001
1384,111101101
1385,100110001
1386,400000000
1387,300111111
1388,111111111
1389,200000001
1390,300000001
1391,201111111
1392,211110001
1393,200000111
1394,200000001
1395,400000000
1396,100001111
1397,201111111
1398,400000000
1399,210000000
1400,200100001
1401,400000000
1402,301010001
1403,200001111
1404,201110001
1405,400000000
1406,310000000
1407,111110001
1408,200000001
1409,200000001
1410,201101101
1411,201000001
1412,400000000
1413,400000000
1414,201111111
1415,100000001
1416,200100111
1417,200101111
1418,400000000
1419,301100001
1420,111111111
1421,301011111
1422,100011111
1423,200000001
1424,400000000
1425,400000000
1426,100111000
1427,200000001
1428,100000001
1429,200110110
1430,201101101
1431,100100001
1432,111000001
1433,101000001
1434,400000000
1435,200001111
1436,200000000
1437,400000000
1438,211111111
1439,400000000
1440,210000001
1441,200101000
1442,300111001
1443,101111110
1444,400000000
1445,211101110
1446,201001000
1447,300000001
1448,111001001
1449,400000000
1450,200111001
1451,101001111
1452,400000000
1453,211101111
1454,310100001
1455,400000000
1456,400000000
1457,111100000
1458,101001001
1459,210110111
1460,201000001
1461,300010001
1462,300101111
1463,400000000
1464,111010001
1465,101110001
1466,400000000
1467,211011111
1468,111111110
1469,400000000
1470,400000000
1471,201101110
1472,111111100
1473,111010011
1474,200000001
1475,200101111
1476,400000000
1477,310100001
1478,111000001
1479,101000111
1480,200000111
1481,111000001
1482,110011111
1483,201000111
1484,200010001
1485,211000111
1486,111100111
1487,110010111
1488,211111111
1489,111111111
1490,110000101
1491,300100111
1492,101101111
1493,101101110
1494,200101011
1495,110010001
1496,200100011
1497,211010000
1498,200001000
1499,101000001
1500,310000001
1501,200111001
1502,400000000
1503,400000000
1504,400000000
1505,211000001
1506,201001111
1507,100000000
1508,301111111
1509,101100110
1510,200001001
1511,300000001
1512,400000000
1513,211111110
1514,400000000
1515,211110001
1516,110111111
1517,201011111
1518,400000000
1519,400000000
1520,100100001
1521,400000000
1522,100001011
1523,400000000
1524,110101001
1525,111011110
1526,201101111
1527,100001111
1528,111111000
1529,300000001
1530,400000000
1531,210111011
1532,400000000
1533,311010001
1534,201101111
1535,201000001
1536,210000001
1537,400000000
1538,101011111
1539,201101111
1540,211000001
1541,311110111
1542,200101001
1543,210101111
1544,111011111
1545,111110001
1546,201000000
1547,100111111
1548,100011001
1549,100110001
1550,200000001
1551,200000001
1552,400000000
1553,210001101
1554,400000000
1555,201111111
1556,211000111
1557,201100101
1558,211110001
1559,201111111
1560,200000001
1561,311011111
1562,211101111
1563,300010001
1564,311111111
1565,100000001
1566,200000001
1567,400000000
1568,201101111
1569,200011100
1570,100000001
1571,201010111
1572,110110001
1573,200111111
1574,101111111
1575,200101111
1576,100001111
1577,201110000
1578,111100111
1579,400000000
1580,211111101
1581,101101111
1582,400000000
1583,200010001
1584,210111111
1585,400000000
1586,100000111
1587,201101001
1588,311110111
1589,110010001
1590,400000000
1591,300111001
1592,400000000
1593,400000000
1594,111011111
1595,211000101
1596,211111111
1597,400000000
1598,201101111
1599,210000001
1600,201101111
1601,110001111
1602,201010001
1603,400000000
1604,400000000
1605,400000000
1606,110110001
1607,110000001
1608,400000000
1609,201111001
1610,400000000
1611,100000000
1612,400000000
1613,210100111
1614,311100000
1615,310101111
1616,400000000
1617,200111101
1618,200101111
1619,201000001
1620,210111111
1621,210101111
1622,301010000
1623,111010111
1624,200000111
1625,101111111
1626,311011001
1627,211111111
1628,400000000
1629,201101111
1630,200001110
1631,400000000
1632,211001111
1633,100000001
1634,300001111
1635,210000100
1636,201101101
1637,111111110
1638,201001001
1639,201101001
1640,211111111
1641,200101111
1642,400000000
1643,100001001
1644,200011111
1645,400000000
1646,211111101
1647,300111001
1648,110000001
1649,400000000
1650,200001001
1651,200000000
1652,400000000
1653,311111111
1654,201100001
1655,301111101
1656,110111111
1657,111010110
1658,101110001
1659,211101111
1660,100000101
1661,400000000
1662,400000000
1663,201111111
1664,200010001
1665,400000000
1666,400000000
1667,400000000
1668,111000001
1669,200101111
1670,200101001
1671,110000001
1672,210101001
1673,101001000
1674,201101101
1675,400000000
1676,201001111
1677,200000001
1678,101000001
1679,100110001
1680,111010001
1681,200101101
1682,400000000
1683,210000001
1684,301011001
1685,201101001
1686,210100001
1687,110100110
1688,311001110
1689,200000001
1690,200101001
1691,400000000
1692,400000000
1693,400000000
1694,200010001
1695,201111101
1696,201100111
1697,210001101
1698,300011111
1699,211110001
1700,200000001
1701,100001110
1702,210100001
1703,201001101
1704,400000000
1705,100000001
1706,400000000
1707,200000001
1708,110000000
1709,400000000
1710,100000110
1711,100111111
1712,300001110
1713,210000111
1714,400000000
1715,111110111
1716,201111101
1717,200000001
1718,200000111
1719,211110111
1720,200000001
1721,201010111
1722,400000000
1723,400000000
1724,100100001
1725,200001000
1726,200000001
1727,111011111
1728,300111101
1729,200101111
1730,201101111
1731,100010001
1732,400000000
1733,211110111
1734,210111111
1735,300111001
1736,201000001
1737,400000000
1738,201000001
1739,200001111
1740,200111111
1741,201011001
1742,310000001
1743,311111111
1744,300000000
1745,110010111
1746,400000000
1747,200000101
1748,400000000
1749,111001111
1750,111000001
1751,400000000
1752,211001001
1753,201011111
1754,400000000
1755,400000000
1756,400000000
1757,200000001
1758,200101111
1759,400000000
1760,200100111
1761,200000011
1762,400000000
1763,100011111
1764,200111111
1765,110011001
1766,111100001
1767,311010001
1768,100101111
1769,311010111
1770,301000001
1771,211101111
1772,400000000
1773,400000000
1774,400000000
1775,100000001
1776,400000000
1777,400000000
1778,211111110
1779,100000001
1780,201101111
1781,211011001
1782,100000001
1783,311010001
1784,101000001
1785,400000000
1786,100010001
1787,200000001
1788,200000000
1789,301111001
1790,200101111
1791,200001010
1792,211101100
1793,400000000
1794,111101001
1795,200000001
1796,400000000
1797,200101111
1798,101001111
1799,100000001
1800,400000000
1801,210111111
1802,400000000
1803,200011101
1804,310010000
1805,200000001
1806,101001111
1807,211000001
1808,100000001
1809,111001111
1810,400000000
1811,200010001
1812,200000100
1813,400000000
1814,201001111
1815,110110111
1816,400000000
1817,211011111
1818,400000000
1819,200000001
1820,201001111
1821,201000111
1822,200001111
1823,211101111
1824,200001101
1825,101011111
1826,400000000
1827,210111111
1828,200101101
1829,400000000
1830,400000000
1831,200111111
1832,210000001
1833,100000001
1834,200001111
1835,300000001
1836,201001001
1837,211101101
1838,400000000
1839,201000001
1840,201001101
1841,201001101
1842,400000000
1843,210001001
1844,400000000
1845,111000001
1846,100011001
1847,111010000
1848,400000000
1849,211000001
1850,110100000
1851,211100001
1852,200100111
1853,200000100
1854,400000000
1855,200001001
1856,201111111
1857,201101100
1858,400000000
1859,200010001
1860,210001111
1861,200010001
1862,400000000
1863,201011111
1864,400000000
1865,311000001
1866,400000000
1867,310000001
1868,111010111
1869,400000000
1870,211100001
1871,400000000
1872,300000001
1873,400000000
1874,210001111
1875,300000001
1876,200001111
1877,310000001
1878,201011111
1879,100111111
1880,110110001
1881,200001111
1882,310111111
1883,400000000
1884,210111111
1885,400000000
1886,100001110
1887,200000111
1888,200100001
1889,400000000
1890,400000000
1891,100000001
1892,101000001
1893,201001111
1894,400000000
1895,210111111
1896,101110111
1897,200011111
1898,200001111
1899,200001001
1900,210010111
1901,201000001
1902,301100101
1903,100100001
1904,311110111
1905,201111111
1906,200110000
1907,111010001
1908,200001010
1909,110000101
1910,101010001
1911,300000110
1912,200111101
1913,400000000
1914,211011111
1915,200000111
1916,211000001
1917,400000000
1918,211010001
1919,400000000
1920,101111111
1921,400000000
1922,201100000
1923,210111111
1924,200000001
1925,400000000
1926,200011111
1927,200100001
1928,110010001
1929,400000000
1930,400000000
1931,201110111
1932,201101111
1933,400000000
1934,400000000
1935,200101111
1936,110000001
1937,201100101
1938,310011111
1939,400000000
1940,400000000
1941,200000001
1942,400000000
1943,110011001
1944,400000000
1945,400000000
1946,200110111
1947,310101011
1948,200001111
1949,110000001
1950,201000001
1951,100000001
1952,400000000
1953,201111111
1954,300000001
1955,200111110
1956,400000000
1957,300000011
1958,111110001
1959,210111111
1960,210001001
1961,400000000
1962,300101111
1963,200000001
1964,300000010
1965,301000001
1966,200101101
1967,200100111
1968,101110111
1969,400000000
1970,301010001
1971,100111101
1972,300010111
1973,200000001
1974,200001111
1975,200001101
1976,100100001
1977,200000111
1978,400000000
1979,300000000
1980,111111111
1981,300101001
1982,400000000
1983,200000111
1984,201010001
1985,200000111
1986,200100001
1987,201001001
1988,200110001
1989,201111111
1990,200000111
1991,400000000
1992,100011001
1993,400000000
1994,211100101
1995,200100001
1996,400000000
1997,311111001
1998,201011100
1999,200000000
2000,110111111
2001,201101110
2002,100000001
2003,400000000
2004,211111111
2005,111110111
2006,400000000
2007,300001001
2008,201100001
2009,200000000
2010,310101110
2011,201001111
2012,400000000
2013,100000001
2014,211000011
2015,200000001
2016,400000000
2017,400000000
2018,301010001
2019,111111111
2020,110101111
2021,200100001
2022,210100001
2023,201000001
2024,200000001
2025,210000101
2026,400000000
2027,210001111
2028,101101001
2029,111111111
2030,400000000
2031,211110111
2032,201101001
2033,400000000
2034,200101111
2035,201001110
2036,310110000
2037,101001001
2038,211011111
2039,211110000
2040,200111111
2041,100000001
2042,110101111
2043,110000111
2044,300110000
2045,310000001
2046,200010011
2047,201100001
2048,310110000
2049,200001001
2050,400000000
2051,210000001
2052,200001001
2053,100000001
2054,400000000
2055,110001111
2056,200100110
2057,200001001
2058,201110001
2059,400000000
2060,100000001
2061,400000000
2062,200101111
2063,301001111
2064,111010001
2065,111101001
2066,110101110
2067,201010111
2068,201001001
2069,111111111
2070,110010001
2071,310101001
2072,200000001
2073,200001111
2074,201000011
2075,201001111
2076,200100001
2077,400000000
2078,211110111
2079,200001111
2080,100101111
2081,111101111
2082,210000111
2083,300101110
2084,211101111
2085,200001111
2086,311111111
2087,101111111
2088,201011111
2089,400000000
2090,100010111
2091,111011000
2092,200111101
2093,200101101
2094,200000001
2095,200011110
2096,210001111
2097,201101111
2098,200001111
2099,400000000
2100,200101111
2101,400000000
2102,400000000
2103,200100001
2104,100001001
2105,210100001
2106,110111001
2107,201111111
2108,200000111
2109,311001111
2110,400000000
2111,200001111
2112,200000001
2113,100000000
2114,400000000
2115,101100001
2116,111100001
2117,400000000
2118,400000000
2119,100010111
2120,201100111
2121,200000111
2122,200001110
2123,100001001
2124,311111001
2125,100000001
2126,201000001
2127,100100111
2128,110000001
2129,200111111
2130,300000001
2131,111000111
2132,400000000
2133,211000111
2134,300000111
2135,200000001
2136,310010000
2137,200101000
2138,100000001
2139,201101111
